address,ALD,NSP,POLICE,TRACT,WARD,ZIP,Arson,Assault,Burglary,CriminalDamage,Homicide,Robbery,SexOffense,Theft,VehicleTheft
2546 N 61ST ST,10.0,5.0,3.0,5900.0,161.0,53213.0,0,0,0,0,0,0,0,0,1
9040 N 97TH ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
6525 W SILVER SPRING DR,2.0,2.0,4.0,1800.0,42.0,53218.0,0,1,0,0,0,0,0,0,0
1731 N ARLINGTON PL,3.0,,1.0,11200.0,174.0,53202.0,0,0,0,0,0,0,0,0,1
,15.0,9.0,5.0,8800.0,143.0,53206.0,0,0,0,0,0,0,1,0,0
6700 W APPLETON AV,10.0,,7.0,5100.0,91.0,53216.0,0,1,0,0,0,0,0,0,0
3217 N RICHARDS ST,6.0,6.0,5.0,7000.0,118.0,53212.0,0,1,0,0,0,0,0,0,0
3642 N 27TH ST,6.0,4.0,5.0,4700.0,104.0,53206.0,0,1,0,0,0,0,0,0,0
4539 N TEUTONIA AV,1.0,4.0,5.0,4300.0,59.0,53209.0,0,1,0,0,0,0,0,0,0
4351 N 100TH ST,5.0,,7.0,3400.0,77.0,53225.0,0,0,0,0,0,0,0,0,1
2623 N GRANT BL,15.0,5.0,3.0,6100.0,150.0,53210.0,0,0,0,1,0,0,0,0,0
3347 N 45TH ST,7.0,5.0,7.0,4900.0,99.0,53216.0,0,0,0,1,0,0,0,0,0
2405 N 40TH ST,15.0,5.0,3.0,9000.0,152.0,53210.0,0,1,0,0,0,0,0,0,0
1104 N MARSHALL ST,4.0,,1.0,14300.0,181.0,53202.0,0,0,0,0,0,0,0,0,1
11401 W SILVER SPRING DR,5.0,,4.0,501.0,33.0,53225.0,0,1,0,0,0,0,0,0,0
10212 W FOND DU LAC AV,5.0,19.0,4.0,302.0,315.0,53224.0,0,1,0,0,0,0,0,0,0
2200 N LINCOLN MEMORIAL DR,3.0,,1.0,186900.0,176.0,53202.0,0,0,0,0,0,0,0,1,0
1533 S UNION ST,12.0,15.0,2.0,16300.0,224.0,53204.0,0,0,0,1,0,0,0,0,0
3741 N 76TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,0,0,1,0,0,0,0,1
1718 W LAYTON AV,13.0,,6.0,21400.0,295.0,53221.0,0,0,0,0,0,1,0,0,0
2976 S 15TH ST,14.0,,6.0,20400.0,278.0,53215.0,0,0,0,0,0,0,0,0,0
2222 S 22ND ST,8.0,17.0,2.0,17400.0,219.0,53215.0,0,0,0,0,0,0,0,0,0
5759 N 76TH ST,2.0,2.0,4.0,1500.0,27.0,53218.0,0,0,0,1,0,0,0,0,0
3200 W NORTH AV,15.0,8.0,3.0,9800.0,148.0,53208.0,0,0,0,1,0,0,0,0,0
5028 N 47TH ST,1.0,2.0,7.0,2800.0,48.0,53218.0,0,0,0,1,0,0,0,0,0
1128 S 12TH ST,12.0,16.0,2.0,15700.0,228.0,53204.0,0,1,0,0,0,0,0,0,0
916 E STATE ST,4.0,,1.0,14300.0,181.0,53202.0,0,0,0,0,0,0,0,0,1
5310 W MAXWELL PL,2.0,,7.0,3600.0,67.0,53216.0,0,0,0,0,0,1,0,0,0
2655 N 16TH ST,15.0,10.0,3.0,8500.0,142.0,53206.0,0,1,0,0,0,0,0,0,0
5855 W SILVER SPRING DR,2.0,2.0,4.0,1900.0,44.0,53218.0,0,1,0,0,0,0,0,0,0
3000 N 1ST ST,6.0,6.0,5.0,7000.0,118.0,53212.0,0,0,0,0,0,1,0,0,0
820 E KNAPP ST,4.0,,1.0,11100.0,180.0,53202.0,0,0,0,1,0,0,0,0,0
4303 N 41ST ST,7.0,1.0,7.0,4100.0,62.0,53216.0,0,0,0,0,0,0,0,0,1
5230 N SHERMAN BL,1.0,2.0,4.0,2000.0,47.0,53209.0,0,1,0,0,0,0,0,0,0
5225 N 54TH ST,1.0,2.0,4.0,1900.0,46.0,53218.0,0,1,0,0,0,0,0,0,0
4615 W OLIVE WA,7.0,1.0,7.0,4000.0,66.0,53216.0,0,1,0,0,0,0,0,0,0
5230 N SHERMAN BL,1.0,2.0,4.0,2000.0,47.0,53209.0,0,1,0,0,0,0,0,0,0
1001 S CESAR E CHAVEZ DR,12.0,15.0,2.0,15800.0,305.0,53204.0,0,0,0,0,0,1,0,0,0
812 W GALENA ST,6.0,13.0,5.0,186000.0,172.0,53205.0,0,0,1,0,0,0,0,0,0
6000 W APPLETON AV,10.0,5.0,7.0,5900.0,160.0,53210.0,0,0,0,0,0,0,0,0,1
6120 W SHERIDAN AV,2.0,2.0,4.0,1200.0,25.0,53218.0,0,1,0,0,0,0,0,0,0
2272 N LINCOLN MEMORIAL DR,3.0,,1.0,186900.0,176.0,53202.0,0,0,0,0,0,0,0,1,0
1420 N MARSHALL ST,4.0,,1.0,11100.0,162.0,53202.0,0,0,0,0,0,0,0,1,0
3855 S 75TH ST,11.0,,6.0,19700.0,266.0,53220.0,0,0,0,1,0,0,0,0,0
3363 N 37TH ST,7.0,5.0,7.0,4800.0,101.0,53216.0,0,0,0,0,1,0,0,0,0
1224 S 22ND ST,8.0,15.0,2.0,16300.0,220.0,53204.0,0,0,0,0,0,0,0,0,0
2345 S HOWELL AV,14.0,,6.0,17900.0,241.0,53207.0,0,0,0,0,0,0,0,0,1
5462 N 55TH ST,2.0,2.0,4.0,1900.0,44.0,53218.0,0,0,0,1,0,0,0,0,0
8946 W LYNX AV,2.0,2.0,4.0,1400.0,28.0,53225.0,0,0,0,0,0,1,0,0,0
437 S 71ST ST,10.0,,3.0,12900.0,207.0,53214.0,0,1,0,0,0,0,0,0,0
5377 N 34TH ST,1.0,2.0,4.0,2100.0,50.0,53209.0,0,0,0,0,0,0,0,1,0
3073 N SHERMAN BL,7.0,5.0,7.0,4900.0,84.0,53210.0,0,1,0,0,0,0,0,0,0
4503 S HOWELL AV,13.0,,6.0,21200.0,292.0,53207.0,0,1,0,0,0,1,0,0,0
500 N HARBOR DR,4.0,,1.0,187400.0,156.0,53202.0,0,0,0,0,0,0,0,0,1
5501 W MILL RD,9.0,2.0,4.0,1100.0,16.0,53218.0,0,0,0,0,0,0,0,0,1
3033 W LISBON AV,15.0,11.0,3.0,9700.0,146.0,53208.0,0,0,0,0,0,1,0,0,0
3848 N 42ND ST,7.0,5.0,7.0,3900.0,98.0,53216.0,0,0,0,1,0,0,0,0,0
5519 W VLIET ST,10.0,,3.0,12400.0,199.0,53208.0,0,0,0,0,0,0,0,0,0
2950 S CHASE AV,14.0,,6.0,18400.0,347.0,53207.0,0,0,0,0,0,0,0,1,0
5501 N LOVERS LANE RD,5.0,,4.0,501.0,33.0,53225.0,0,0,0,1,0,0,0,0,0
,15.0,8.0,3.0,8800.0,147.0,53210.0,0,0,0,0,0,0,1,0,0
2848 W WISCONSIN AV,4.0,14.0,3.0,13500.0,194.0,53208.0,0,1,0,0,0,0,0,0,0
2213 S 10TH PL,,,,,,,0,1,0,0,0,0,0,0,0
4751 N 81ST ST,5.0,,7.0,3300.0,74.0,53218.0,0,0,0,0,0,0,0,0,1
4138 N 51ST BL,7.0,1.0,7.0,3600.0,66.0,53216.0,0,0,0,0,0,0,0,1,0
1567 N PROSPECT AV,3.0,,1.0,187000.0,178.0,53202.0,0,0,0,0,0,0,0,1,0
3139 N 42ND ST,7.0,5.0,7.0,4800.0,84.0,53216.0,0,0,0,0,0,0,0,0,1
3481 N 67TH ST,10.0,,7.0,5100.0,91.0,53216.0,0,0,0,0,0,0,0,0,1
3433 N 51ST BL,7.0,5.0,7.0,5000.0,94.0,53216.0,0,1,0,0,0,0,0,0,0
7501 W SILVER SPRING DR,2.0,2.0,4.0,1800.0,42.0,53218.0,0,1,0,0,0,0,0,0,0
2805 N 27TH ST,15.0,9.0,5.0,8800.0,147.0,53210.0,0,1,0,0,0,0,0,0,0
8625 W MEDFORD AV,2.0,2.0,4.0,1500.0,30.0,53225.0,0,1,0,0,0,0,0,0,0
4428 N 63RD ST,2.0,,7.0,3100.0,68.0,53218.0,0,1,0,0,0,0,0,0,0
2945 S 37TH ST,8.0,,6.0,19000.0,250.0,53215.0,0,0,0,0,0,0,0,0,0
8624 W MEDFORD AV,2.0,2.0,4.0,1500.0,30.0,53225.0,0,1,0,0,0,0,0,0,0
8333 W APPLETON AV,5.0,,7.0,1700.0,36.0,53218.0,0,0,1,0,0,0,0,0,0
1212 W HISTORIC MITCHELL ST,12.0,16.0,2.0,16800.0,226.0,53204.0,0,1,0,0,0,0,0,0,0
4446 N 75TH ST,2.0,,7.0,3200.0,70.0,53218.0,0,0,0,1,0,0,0,0,0
5455 N 66TH ST,2.0,2.0,4.0,1800.0,42.0,53218.0,0,1,0,0,0,0,0,0,0
4061 N 39TH ST,7.0,1.0,7.0,4100.0,62.0,53216.0,0,1,0,0,0,0,0,0,0
3220 N ACHILLES ST,6.0,6.0,5.0,7000.0,118.0,53212.0,0,1,0,1,0,0,0,0,0
3061 N 36TH ST,7.0,5.0,7.0,4800.0,101.0,53210.0,0,0,0,0,0,0,0,0,1
933 S 11TH ST,12.0,16.0,2.0,15700.0,228.0,53204.0,0,1,0,0,0,0,0,0,0
506 N 91ST ST,10.0,,3.0,12800.0,205.0,53226.0,0,0,0,0,0,0,0,0,1
4929 N 20TH ST,1.0,3.0,7.0,2300.0,54.0,53209.0,0,1,0,0,0,0,0,0,0
1606 S 11TH ST,12.0,16.0,2.0,16400.0,232.0,53204.0,0,0,0,0,0,0,0,0,0
8526 W APPLETON AV,2.0,,7.0,1700.0,38.0,53225.0,0,1,0,0,0,0,0,0,0
1 W UNKNOWN WAY,,,,,,,0,0,0,0,0,1,0,0,0
6798 W APPLETON AV,10.0,,7.0,5100.0,88.0,53216.0,0,1,0,0,0,0,0,0,0
158 E JUNEAU AV,4.0,,1.0,11300.0,158.0,53202.0,0,1,0,0,0,0,0,0,0
4650 N 39TH ST,7.0,1.0,7.0,2600.0,61.0,53209.0,0,1,0,0,0,0,0,0,0
1 W UNKNOWN,12.0,15.0,2.0,16900.0,225.0,53204.0,0,1,0,0,0,0,0,0,0
,7.0,4.0,5.0,4700.0,103.0,53216.0,0,0,0,0,0,0,1,0,0
5232 N 91ST ST,2.0,19.0,4.0,502.0,37.0,53225.0,0,0,0,1,0,0,0,0,0
817 N MARSHALL ST,4.0,,1.0,14300.0,156.0,53202.0,0,0,0,0,0,1,0,0,0
401 E OGDEN AV,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,0,0,0,0,0,0
812 N OLD WORLD THIRD ST,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,0,0
1034 N VEL R PHILLIPS AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,1,1,0,0,0,0,0
3360 N 3RD ST,6.0,6.0,5.0,6900.0,116.0,53212.0,0,0,0,0,0,0,0,0,1
405 E WISCONSIN AV,4.0,,1.0,187400.0,141.0,53202.0,0,0,0,0,0,0,0,0,1
2700 W LAPHAM ST,8.0,15.0,2.0,16200.0,216.0,53215.0,0,0,0,0,0,0,0,1,0
141 N 60TH ST,10.0,,3.0,12600.0,202.0,53213.0,0,1,0,0,0,0,0,0,0
9001 N 75TH ST,9.0,,4.0,101.0,4.0,53223.0,0,1,0,1,0,0,0,0,0
3720 W VILLARD AV,1.0,2.0,4.0,2100.0,49.0,53209.0,0,1,0,0,0,0,0,0,0
10815 W MILL RD,5.0,19.0,4.0,303.0,33.0,53225.0,0,1,0,0,0,0,0,0,0
500 W VIENNA AV,6.0,6.0,5.0,4400.0,115.0,53212.0,0,1,0,0,0,0,0,0,0
1225 E WRIGHT ST,3.0,7.0,5.0,7900.0,133.0,53212.0,0,1,0,0,0,0,0,0,0
6042 W BIRCH AV,2.0,2.0,4.0,1900.0,44.0,53218.0,0,1,0,0,0,0,0,0,0
4321 W EGGERT PL,1.0,2.0,7.0,2800.0,48.0,53218.0,0,0,0,0,0,0,0,0,1
1423 S 20TH ST,12.0,15.0,2.0,16300.0,224.0,53204.0,0,0,1,0,0,0,0,0,0
3914 S 1ST ST,13.0,,6.0,21100.0,293.0,53207.0,0,0,0,0,0,0,0,0,0
300 W WALKER ST,12.0,16.0,2.0,186500.0,223.0,53204.0,0,0,0,0,0,0,0,0,1
3914 S 1ST ST,13.0,,6.0,21100.0,293.0,53207.0,0,0,0,0,0,0,0,0,0
663 S LAYTON BL,8.0,,2.0,186800.0,222.0,53215.0,0,1,0,1,0,0,0,0,0
1810 S 18TH ST,12.0,15.0,2.0,16900.0,225.0,53204.0,0,0,0,0,0,0,0,0,1
6235 W THURSTON AV,2.0,2.0,4.0,1200.0,25.0,53218.0,0,0,0,0,0,0,0,0,1
2325 N 50TH ST,15.0,5.0,3.0,9200.0,153.0,53210.0,0,0,0,0,0,0,0,0,1
763 N WATER ST,4.0,,1.0,14400.0,141.0,53202.0,0,0,0,0,0,0,0,0,1
339 E LINCOLN AV,14.0,,6.0,17900.0,236.0,53207.0,0,0,0,0,0,0,0,0,0
7900 W GREEN TREE RD,9.0,,4.0,304.0,11.0,53223.0,0,1,0,0,0,0,0,0,0
7600 W MILL RD,9.0,,4.0,600.0,11.0,53218.0,0,1,0,0,0,0,0,0,0
4247 N 70TH ST,2.0,,7.0,3500.0,71.0,53216.0,0,0,0,0,0,0,0,0,1
7713 W CAPITOL DR,5.0,,7.0,3400.0,72.0,53222.0,0,0,0,0,0,0,0,0,1
5310 W MAXWELL PL,2.0,,7.0,3600.0,67.0,53216.0,0,0,0,0,0,1,0,0,0
118 W VIRGINIA ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,0
4180 N 53RD ST,7.0,,7.0,3600.0,66.0,53216.0,0,0,0,0,0,1,0,0,0
2825 N 24TH ST,15.0,9.0,5.0,8800.0,143.0,53206.0,0,1,0,0,0,0,0,0,0
810 W CHERRY ST,6.0,13.0,5.0,14100.0,172.0,53205.0,0,1,0,0,0,0,0,0,0
6427 W VERONA CT,11.0,,6.0,19800.0,258.0,53219.0,0,0,1,0,0,0,0,0,0
949 N 9TH ST,4.0,,1.0,186300.0,184.0,53233.0,0,1,0,0,0,0,0,0,0
5958 N 40TH ST,1.0,,4.0,1000.0,22.0,53209.0,0,1,0,0,0,0,0,0,0
5825 N 63RD ST,2.0,2.0,4.0,1200.0,25.0,53218.0,0,1,0,0,0,0,0,0,0
2043 N 21ST LA,15.0,12.0,3.0,185400.0,145.0,53205.0,0,0,0,0,0,0,0,1,0
4742 N SHERMAN BL,7.0,1.0,7.0,2600.0,61.0,53209.0,0,0,0,0,0,0,0,1,0
3400 W BROWN ST,15.0,11.0,3.0,9800.0,146.0,53208.0,0,0,0,0,0,0,0,0,1
8612 W HAMPTON AV,5.0,,7.0,1700.0,36.0,53225.0,0,1,0,0,0,0,0,0,0
6010 S 27TH ST,13.0,,6.0,21700.0,302.0,53221.0,0,1,0,0,0,0,0,0,0
2525 W CENTER ST,15.0,9.0,3.0,8800.0,143.0,53206.0,0,0,0,0,0,0,0,1,0
5936 N SHERMAN BL,1.0,2.0,4.0,1100.0,23.0,53209.0,0,0,1,0,0,0,0,0,0
544 E OGDEN AV,,,,,,,0,0,0,0,0,0,0,1,0
3100 W WISCONSIN AV,4.0,14.0,3.0,13500.0,194.0,53208.0,0,1,0,0,0,1,0,0,0
9152 W DIXON ST,10.0,,3.0,12800.0,206.0,53214.0,0,0,0,0,0,0,0,0,1
7328 W MARINE DR,9.0,,4.0,101.0,4.0,53223.0,0,0,0,0,0,0,0,1,0
3760 S KANSAS AV,14.0,,6.0,20700.0,289.0,53207.0,0,0,1,0,0,0,0,0,0
1422 W BURNHAM ST,12.0,16.0,2.0,16800.0,225.0,53204.0,0,0,0,0,0,0,0,1,0
6400 N 43RD ST,9.0,,4.0,800.0,17.0,53209.0,0,0,0,0,0,0,0,1,0
1500 N MILWAUKEE ST,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,1,0,0,0,0,0
3449 N 16TH ST,6.0,4.0,5.0,6800.0,109.0,53206.0,0,0,0,0,0,0,0,0,1
1600 W MITCHELL ST,12.0,15.0,2.0,16300.0,226.0,53204.0,0,0,0,0,0,0,0,0,1
9575 W ALLYN ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
3853 N 6TH ST,6.0,6.0,5.0,4500.0,114.0,53212.0,0,0,1,0,0,0,0,0,0
2577 S 61ST ST,11.0,,6.0,19300.0,255.0,53219.0,0,0,0,0,0,0,0,0,1
5937 N 42ND ST,1.0,2.0,4.0,1100.0,22.0,53209.0,1,0,0,0,0,0,0,0,0
3446 N PALMER ST,6.0,6.0,5.0,6900.0,116.0,53212.0,0,0,0,0,0,0,0,0,1
4238 W ORCHARD ST,8.0,15.0,2.0,16100.0,,53214.0,0,0,1,0,0,0,0,0,0
2608 W PORT SUNLIGHT WA,1.0,4.0,5.0,4200.0,58.0,53209.0,0,1,0,0,0,0,0,0,0
2236 N 46TH ST,15.0,11.0,3.0,9100.0,154.0,53208.0,0,1,0,0,0,0,0,0,0
3742 N 76TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,1,0,1,0,0,0,0,0
4023 N 24TH ST,1.0,4.0,5.0,4200.0,57.0,53209.0,0,1,0,0,0,0,0,0,0
5075 N SHERMAN BL,1.0,2.0,7.0,2800.0,48.0,53218.0,0,0,1,0,0,0,0,0,0
6912 N 37TH ST,1.0,,4.0,900.0,19.0,53209.0,0,0,0,0,0,0,0,0,1
2956 N PALMER ST,6.0,6.0,5.0,7000.0,136.0,53212.0,0,1,0,0,0,0,0,0,0
1741 S 18TH ST,12.0,15.0,2.0,16900.0,225.0,53204.0,0,1,0,0,0,0,0,0,0
2106 W NATIONAL AV,8.0,15.0,2.0,15800.0,222.0,53204.0,0,0,0,1,0,0,0,0,0
4140 N 44TH ST,7.0,1.0,7.0,4000.0,63.0,53216.0,0,0,0,0,0,1,0,0,0
8301 W MILL RD,9.0,,4.0,600.0,11.0,53218.0,0,0,0,1,0,0,0,0,0
8301 W MILL RD,9.0,,4.0,600.0,11.0,53218.0,0,0,0,1,0,0,0,0,0
3729 S 18TH ST,13.0,,6.0,20200.0,276.0,53221.0,0,0,0,0,0,0,0,1,0
3908 N 53RD ST,7.0,,7.0,3600.0,95.0,53216.0,0,1,0,0,0,0,0,0,0
3414 N 67TH ST,10.0,,7.0,5100.0,91.0,53216.0,0,1,0,0,0,0,0,0,0
1528 W WALKER ST,8.0,16.0,2.0,15700.0,339.0,53204.0,0,1,0,0,0,0,0,0,0
646 S 2ND ST,12.0,16.0,2.0,186500.0,230.0,53204.0,0,0,0,1,0,0,0,0,1
1425 N CASS ST,4.0,,1.0,11100.0,162.0,53202.0,0,0,0,0,0,0,0,0,0
2439 W HOPKINS ST,7.0,4.0,5.0,6500.0,106.0,53206.0,0,1,0,0,0,0,0,0,0
3413 W HIGHLAND BL,4.0,14.0,3.0,13600.0,195.0,53208.0,0,0,0,0,0,0,0,1,0
9724 W MELVINA ST,5.0,,7.0,3400.0,77.0,53222.0,1,0,0,0,0,0,0,0,0
2900 W JUNEAU AV,4.0,14.0,3.0,12200.0,196.0,53208.0,0,0,0,0,0,0,0,0,1
813 S 18TH ST,12.0,15.0,2.0,15800.0,305.0,53204.0,0,1,0,0,0,0,0,0,0
2600 N LAKE DR,3.0,,1.0,7600.0,128.0,53211.0,0,0,0,0,0,0,0,0,1
1721 W CANAL ST,8.0,,3.0,186800.0,222.0,53204.0,0,0,0,0,0,0,0,0,0
4810 W LLOYD ST,15.0,11.0,3.0,9200.0,153.0,53208.0,0,0,0,0,0,0,0,0,1
1316 W LOCUST ST,6.0,4.0,5.0,6600.0,108.0,53206.0,0,0,0,0,0,1,0,0,0
720 W BRUCE ST,12.0,16.0,2.0,186500.0,229.0,53204.0,0,0,0,0,0,0,0,0,1
729 N MILWAUKEE ST,4.0,,1.0,14400.0,141.0,53202.0,0,0,0,0,0,0,0,0,1
1230 N OLD WORLD THIRD ST,6.0,,1.0,11400.0,172.0,53212.0,0,0,0,1,0,0,0,0,0
1303 N 10TH ST,4.0,13.0,1.0,14100.0,184.0,53205.0,0,0,0,1,0,0,0,0,0
1420 N MILWAUKEE ST,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,1,0,0,0,0,0
2526 N 34TH ST,15.0,8.0,3.0,8900.0,148.0,53210.0,0,0,0,0,0,0,0,0,1
700 W ROGERS ST,12.0,16.0,2.0,16700.0,234.0,53204.0,0,0,0,0,0,0,0,0,1
532 E OTJEN ST,14.0,,6.0,17900.0,241.0,53207.0,0,0,0,1,0,0,0,0,0
2848 W WISCONSIN AV,4.0,14.0,3.0,13500.0,194.0,53208.0,0,1,0,0,0,0,0,0,0
8200 W BROWN DEER RD,9.0,,4.0,101.0,3.0,53223.0,0,0,0,0,0,0,0,0,1
314 E WARD ST,14.0,17.0,6.0,186600.0,236.0,53207.0,0,0,0,1,0,0,0,0,0
4881 N 58TH ST,1.0,,7.0,2900.0,45.0,53218.0,0,1,0,0,0,0,0,0,0
4915 N 52ND ST,1.0,,7.0,2900.0,45.0,53218.0,0,0,0,0,0,0,0,0,1
8400 W CONCORDIA AV,5.0,,7.0,5400.0,80.0,53222.0,0,0,0,0,0,0,0,0,1
5542 N 31ST ST,1.0,2.0,4.0,2100.0,50.0,53209.0,0,0,0,1,0,0,0,0,0
2875 N 29TH ST,15.0,9.0,5.0,8900.0,147.0,53210.0,0,0,0,0,0,0,0,0,1
3501 S 60TH ST,11.0,,6.0,19800.0,258.0,53220.0,0,1,0,0,0,0,0,0,0
3123 N SHERMAN BL,7.0,5.0,7.0,4900.0,84.0,53216.0,0,0,1,0,0,0,0,0,0
4306 N 91ST ST,5.0,,7.0,3400.0,76.0,53222.0,0,0,0,0,0,0,0,0,1
9200 W BLUE MOUND RD,10.0,,3.0,12800.0,205.0,53226.0,0,0,0,0,0,0,0,0,1
2121 W FOREST HOME AV,8.0,17.0,2.0,17400.0,219.0,53215.0,0,1,0,0,0,0,0,0,0
10008 W TOWER AV,9.0,,4.0,202.0,6.0,53224.0,0,0,1,1,0,0,0,0,0
1015 N 10TH ST,4.0,,1.0,186300.0,184.0,53233.0,0,1,0,0,0,0,0,0,0
3524 W BURNHAM ST,8.0,15.0,2.0,17100.0,212.0,53215.0,0,0,0,0,0,0,0,0,0
,5.0,,7.0,5400.0,77.0,53222.0,0,0,0,0,0,0,1,0,0
3245 N 37TH ST,7.0,5.0,7.0,4800.0,101.0,53216.0,0,0,0,1,0,0,0,0,0
4343 N 15TH ST,1.0,4.0,5.0,4300.0,56.0,53209.0,0,0,0,0,0,0,0,0,0
5329 N TEUTONIA AV,1.0,3.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
10008 W TOWER AV,9.0,,4.0,202.0,6.0,53224.0,0,0,0,1,0,0,0,0,0
4737 N 30TH ST,1.0,2.0,5.0,2400.0,60.0,53209.0,0,0,1,0,0,0,0,0,0
326 E KEEFE AV,6.0,6.0,5.0,4400.0,120.0,53212.0,0,0,0,0,0,0,0,0,0
1721 W CANAL ST,8.0,,3.0,186800.0,222.0,53204.0,0,0,0,1,0,0,0,0,0
1665 N WATER ST,3.0,,1.0,11300.0,354.0,53202.0,0,0,0,0,0,0,0,0,1
5513 N HOPKINS ST,1.0,2.0,4.0,2000.0,49.0,53209.0,0,0,0,0,0,0,0,1,0
2625 W NATIONAL AV,8.0,15.0,2.0,15900.0,222.0,53204.0,0,0,0,0,0,0,0,1,0
2953 S 13TH ST,14.0,,6.0,20400.0,278.0,53215.0,0,1,0,0,0,1,0,0,0
2313 N 5TH ST,6.0,6.0,5.0,185600.0,138.0,53212.0,0,0,1,1,0,0,0,0,0
2730 N 92ND ST,5.0,,7.0,5600.0,83.0,53222.0,0,0,0,0,0,0,0,1,0
326 E CAPITOL DR,6.0,7.0,5.0,4400.0,120.0,53212.0,0,0,0,0,0,0,0,1,0
3363 N 2ND ST,6.0,6.0,5.0,6900.0,116.0,53212.0,0,0,0,0,0,0,0,0,1
929 E WISCONSIN AV,4.0,,1.0,14300.0,156.0,53202.0,0,0,0,0,0,0,0,0,1
6300 W KAUL AV,9.0,2.0,4.0,1200.0,24.0,53218.0,0,0,0,0,0,0,0,1,0
2749 N 46TH ST,7.0,5.0,7.0,6100.0,157.0,53210.0,0,0,0,0,0,0,0,0,1
4524 W SPENCER PL,7.0,5.0,7.0,3800.0,97.0,53216.0,0,0,0,0,0,0,0,0,1
5105 S HOWELL AV,13.0,,6.0,21600.0,303.0,53207.0,0,0,0,0,0,0,0,1,0
1516 N 10TH ST,6.0,13.0,5.0,14100.0,172.0,53205.0,0,0,0,0,0,0,0,0,1
5650 N 61ST ST,2.0,2.0,4.0,1200.0,25.0,53218.0,0,1,0,0,0,0,0,0,0
3206 N 9TH ST,6.0,4.0,5.0,6700.0,113.0,53206.0,0,1,0,0,0,0,0,0,0
1611 W EDGERTON AV,13.0,,6.0,21600.0,298.0,53221.0,0,0,0,0,0,0,0,0,1
1022 W MAPLE ST,12.0,16.0,2.0,16700.0,233.0,53204.0,0,1,0,0,0,0,0,0,0
1022 W MAPLE ST,12.0,16.0,2.0,16700.0,233.0,53204.0,0,1,0,0,0,0,0,0,0
1415 N MARSHALL ST,4.0,,1.0,11100.0,162.0,53202.0,0,0,0,0,0,0,0,0,1
2935 W SILVER SPRING DR,1.0,3.0,4.0,2100.0,50.0,53209.0,0,0,0,0,0,0,0,0,0
1248 E KNAPP ST,3.0,,1.0,187000.0,178.0,53202.0,0,0,0,0,0,0,0,0,1
2801 W CUSTER AV,1.0,3.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
2410 W FOREST HOME AV,8.0,17.0,2.0,17300.0,218.0,53215.0,0,0,0,0,0,0,0,1,0
5367 N 34TH ST,1.0,2.0,4.0,2100.0,50.0,53209.0,0,0,0,0,0,0,0,1,0
4619 N 50TH ST,7.0,1.0,7.0,2700.0,65.0,53218.0,0,1,0,0,0,0,0,0,0
4000 N 20TH ST,1.0,4.0,5.0,4300.0,57.0,53206.0,0,1,0,0,0,0,0,0,0
5337 N 37TH ST,1.0,2.0,4.0,2100.0,49.0,53209.0,0,0,0,1,0,0,0,0,0
3416 N OAKLAND AV,3.0,,1.0,7300.0,123.0,53211.0,0,0,0,1,0,0,0,0,0
4430 N 74TH ST,2.0,,7.0,3200.0,70.0,53218.0,0,1,0,0,0,0,0,0,0
1630 N 29TH ST,15.0,11.0,3.0,9700.0,166.0,53208.0,0,0,0,0,0,1,0,0,0
2131 W CAPITOL DR,6.0,4.0,5.0,4700.0,104.0,53206.0,0,0,0,1,0,0,0,0,0
2104 W VAN BECK AV,13.0,,6.0,21300.0,294.0,53221.0,0,1,0,0,0,0,0,0,0
2567 S 6TH ST,14.0,17.0,2.0,18600.0,309.0,53215.0,0,1,0,0,0,0,0,0,0
5206 N LOVERS LANE RD,5.0,,4.0,400.0,34.0,53225.0,0,1,0,0,0,0,0,0,0
3121 W MICHIGAN ST,10.0,14.0,3.0,13400.0,193.0,53208.0,0,0,0,0,0,0,0,0,0
3240 N 25TH ST,7.0,4.0,5.0,6500.0,106.0,53206.0,0,1,0,0,0,0,0,0,0
4572 N 68TH ST,2.0,,7.0,3200.0,69.0,53218.0,0,0,0,0,0,0,0,0,1
5930 N SHERMAN BL,1.0,2.0,4.0,1100.0,23.0,53209.0,0,0,1,0,0,0,0,0,0
5936 N SHERMAN BL,1.0,2.0,4.0,1100.0,23.0,53209.0,0,0,1,0,0,0,0,0,0
1437 N JEFFERSON ST,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,1,0,0,0,0,0
1632 N FRANKLIN PL,3.0,,1.0,11000.0,178.0,53202.0,0,0,0,0,0,0,0,1,0
